dataentryid,id,partner,partnermentiontype,datecreated,servicetype,authordisplayname,message,contenttype,url,impressions,retweetcount,likecount,replycount,commentcount,viewcount,lovecount,sharecount,wowcount,hahacount,sadcount,angrycount,brandexposurevalue,logoaverageclarity,logoaveragesize,logototalseconds,logoimpressions,engagement,sentiment,vodviews,tags,alllogos,textmention
1569,694184886,Arizona Coyotes,TextMention,2/31/2021  1:05:59 AM,Twitter,Arizona Coyotes,,Photo,,,0,0,0,,,,,,,,,0,,,,,0,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1568,-797699306,Arizona Coyotes,TextMention,2/31/2021  10:25:18 PM,Twitter,Arizona Coyotes,,Photo,,145224,80,1252,45,,,,,,,,,0,,,,,10666,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1567,-660242021,Arizona Coyotes,TextMention,2/30/2021  9:15:36 PM,Twitter,Arizona Coyotes,,Text,,114316,100,728,25,,,,,,,,,0,,,,,3398,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1566,507141835,Arizona Coyotes,TextMention,2/30/2021  6:02:33 PM,Twitter,Arizona Coyotes,,Photo,,3542,8,67,1,,,,,,,,,0,,,,,226,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1565,2024165671,Arizona Coyotes,TextMention,2/30/2021  11:35:07 PM,Twitter,Arizona Coyotes,,Photo,,57179,54,575,16,,,,,,,,,0,,,,,8139,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1564,-1912398282,Arizona Coyotes,TextMention,2/30/2021  10:18:14 PM,Twitter,Arizona Coyotes,,Video,,29339,31,320,7,,7349,,,,,,,0,,,,,1792,Positive,7349,"Social Owned,Coyotes Owned",,Coyotes Owned
1563,1221422129,Arizona Coyotes,TextMention,2/3/21 21:57,Twitter,Arizona Coyotes,,Video,,,0,0,0,,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned,Enterprise",Enterprise,"Coyotes Owned,Enterprise"
1562,-1637517129,Arizona Coyotes,TextMention,2/3/21 21:53,YouTube,Arizona Coyotes,"Top Play Tuesday | Arizona Coyotes First Round Draft Pick Dylan Guenther Goals from WHL The Arizona Coyotes drafted forward Dylan Guenther ninth overall in the 2021 NHL Draft. Guenther previously played for the WHL's Edmonton Oil Kings. During the 2019-20 season, he played in 58 games, tallied 26 goals and notched 33 assists.   #ArizonaCoyotes #Coyotes #Yotes #NHL #Hockey   Subscribe to the Arizona Coyotes YT Channel: youtube.com/c/ArizonaCoyotes/?sub_confirmation=1 For more Coyotes videos: https://www.youtube.com/c/ArizonaCoyotes/  Get the App: https://apple.co/3jxC1su For more Coyotes action: http://www.arizonacoyotes.com Sign up for our newsletter: https://www.nhl.com/coyotes/fans/email/ Like us on Facebook: https://www.facebook.com/ArizonaCoyotes Follow us on Twitter: https://twitter.com/ArizonaCoyotes Follow us on Instagram: https://www.instagram.com/arizonacoyo...",Video,https://www.youtube.com/watch?v=_zYbrKUGdmE,19,,5,,0,19,,,,,,,0,,,,,5,Positive,19,"Social Owned,Coyotes Owned",,Coyotes Owned
1561,-529330846,Arizona Coyotes,TextMention,2/3/21 21:07,Instagram Story,Arizona Coyotes,Where is Liam from?,Photo,https://media.zoomph.com/instagram/17841401433554181/17954866063481288,,,0,,0,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1560,1202072148,Arizona Coyotes,TextMention,2/3/21 21:04,Instagram Story,Arizona Coyotes,Which year did the Coyotes select Kirk in the NHL Entry Draft?,Photo,https://media.zoomph.com/instagram/17841401433554181/17967804700430646,,,0,,0,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1559,-622617640,Arizona Coyotes,TextMention,2/3/21 21:03,Instagram Story,Arizona Coyotes,Which OHL team did Liam play for in 2018-19 and 2019-20?,Photo,https://media.zoomph.com/instagram/17841401433554181/17896852982189690,,,0,,0,,,,,,,,0,,,,,0,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1558,1922435573,Arizona Coyotes,TextMention,2/3/21 21:00,Instagram Story,Arizona Coyotes,How many goals did Kirk score in the 2021 IIHF World Championship for Great Britain?,Photo,https://media.zoomph.com/instagram/17841401433554181/17850699200622899,,,0,,0,,,,,,,,0,,,,,0,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1557,-392850129,Arizona Coyotes,TextMention,2/3/21 20:59,Instagram Story,Arizona Coyotes,@KIRKY1424,Photo,https://media.zoomph.com/instagram/17841401433554181/18084119482280384,,,0,,0,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1556,-651242842,Arizona Coyotes,TextMention,2/3/21 17:15,Twitter,Arizona Coyotes,,Text,,16373,9,71,8,,,,,,,,,0,,,,,835,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1555,598916253,Arizona Coyotes,TextMention,2/3/21 23:01,Instagram Story,Arizona Coyotes,,Photo,https://media.zoomph.com/instagram/17841401433554181/17857528886564795,,,0,,0,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1554,-761778542,Arizona Coyotes,TextMention,2/3/21 23:01,Instagram,Arizona Coyotes,"We’ve signed center Travis Boyd to a one-year contract. Welcome to Arizona, Travis! 🌵",Video,https://www.instagram.com/p/CSIUMpQpG0J/,,,404,,18,,,,,,,,0,,,,,422,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1553,-1304750435,Arizona Coyotes,TextMention,2/3/21 23:00,Facebook,Arizona Coyotes,Official: We've signed center Travis Boyd to a one-year contract.,Photo,http://www.facebook.com/permalink.php?id=91742120782&v=wall&story_fbid=10159088240255783,,,20,,1,,0,1,0,0,0,0,0,,,,,22,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1552,1685188956,Arizona Coyotes,TextMention,2/3/21 23:00,Twitter,Arizona Coyotes,,Text,,,0,0,0,,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1551,-2027917136,Arizona Coyotes,TextMention,2/28/21 0:48,Twitter,Arizona Coyotes,,Video,,12318,5,92,0,,2639,,,,,,,0,,,,,471,Positive,2639,"Social Owned,Coyotes Owned",,Coyotes Owned
1550,1605292090,Arizona Coyotes,TextMention,2/28/21 0:20,YouTube,Arizona Coyotes,Arizona Coyotes Install Ice for 2021-22 Season Watch the ice be installed and painted at Gila River Arena ahead of the 2021-22 season.   #ArizonaCoyotes #Coyotes #Yotes #NHL #Hockey   Subscribe to the Arizona Coyotes YT Channel: youtube.com/c/ArizonaCoyotes/?sub_confirmation=1 For more Coyotes videos: https://www.youtube.com/c/ArizonaCoyotes/  Get the App: https://apple.co/3jxC1su For more Coyotes action: http://www.arizonacoyotes.com Sign up for our newsletter: https://www.nhl.com/coyotes/fans/email/ Like us on Facebook: https://www.facebook.com/ArizonaCoyotes Follow us on Twitter: https://twitter.com/ArizonaCoyotes Follow us on Instagram: https://www.instagram.com/arizonacoyo...,Video,https://www.youtube.com/watch?v=c_O20O08kHQ,234,,30,,0,234,,,,,,,0,,,,,30,Positive,234,"Social Owned,Coyotes Owned,Gila River",,"Coyotes Owned,Gila River"
1549,-1925617448,Arizona Coyotes,TextMention,2/27/21 16:41,Twitter,Arizona Coyotes,,Video,,,0,0,0,,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned,Pepsi,Geico,Dignity Health,Enterprise,Dos Equis,Mayo Clinic","Blue Cross Blue Shield,Cintron World,Cox Communications,Dignity Health,Dos Equis,Enterprise,Fry's,Geico,Gila River,Mayo Clinic,Mountain America Credit Union,Pepsi","Coyotes Owned,Pepsi,Geico,Dignity Health,Enterprise,Dos Equis,Mayo Clinic"
1548,1938420428,Arizona Coyotes,TextMention,2/26/21 18:37,Twitter,Arizona Coyotes,,Video,,,0,0,0,,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned,Dignity Health,Enterprise","Cintron World,Cox Communications,Dignity Health,Enterprise,Fry's,Gila River,Mountain America Credit Union","Coyotes Owned,Dignity Health,Enterprise"
1547,1465486216,Arizona Coyotes,TextMention,2/26/21 18:00,Twitter,Arizona Coyotes,,Photo,,2827,1,31,0,,,,,,,,,0,,,,,176,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1546,135412003,Arizona Coyotes,TextMention,2/26/21 16:48,Twitter,Arizona Coyotes,,Text,,108,0,3,0,,,,,,,,,0,,,,,5,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1545,-1951901953,Arizona Coyotes,TextMention,2/26/21 16:27,Twitter,Arizona Coyotes,,Photo,,9111,2,95,2,,,,,,,,,0,,,,,329,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1544,1612010430,Arizona Coyotes,TextMention,2/26/21 16:27,Twitter,Arizona Coyotes,,Photo,,13881,15,194,7,,,,,,,,,0,,,,,860,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1543,-2144689330,Arizona Coyotes,TextMention,2/26/21 22:28,Twitter,Arizona Coyotes,,Text,,51743,82,939,31,,,,,,,,,0,,,,,3622,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1542,1022786416,Arizona Coyotes,TextMention,2/25/21 18:39,Twitter,Arizona Coyotes,,Photo,,,0,0,0,,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1541,1178023670,Arizona Coyotes,TextMention,2/25/21 17:54,Twitter,Arizona Coyotes,,Photo,,8080,6,151,14,,,,,,,,,0,,,,,1421,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1540,-750199939,Arizona Coyotes,TextMention,2/25/21 15:49,Twitter,Arizona Coyotes,,Photo,,11364,6,72,4,,,,,,,,,0,,,,,1005,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1539,1356384218,Arizona Coyotes,TextMention,2/25/21 23:45,Twitter,Arizona Coyotes,,Photo,,54527,71,706,21,,,,,,,,,0,,,,,9498,Objective,,"Social Owned,Coyotes Owned",Gila River,Coyotes Owned
1538,-594376890,Arizona Coyotes,TextMention,2/25/21 23:44,Twitter,Arizona Coyotes,,Photo,,393159,125,1597,131,,,,,,,,,0,,,,,31765,Positive,,"Social Owned,Coyotes Owned,Pepsi,Dignity Health,Mayo Clinic","Blue Cross Blue Shield,Dignity Health,Fry's,Gila River,Mayo Clinic,Pepsi","Coyotes Owned,Pepsi,Dignity Health,Mayo Clinic"
1537,645279610,Arizona Coyotes,TextMention,2/24/21 16:20,Twitter,Arizona Coyotes,,Photo,,13798,9,145,5,,,,,,,,,0,,,,,1165,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1536,33318338,Arizona Coyotes,TextMention,2/23/21 17:54,YouTube,Arizona Coyotes,"Small Frys Hockey Mic'd Up | Arizona Coyotes ""Get up! Get up! We're going on the ice!""   We recently tagged along to a session of Small Frys, our girl's youth hockey learn to play program.   If you're interested in learning more about Small Frys and other youth hockey programs in Arizona, visit: youth.arizonacoyotes.com  #ArizonaCoyotes #Coyotes #Yotes #NHL #Hockey   Subscribe to the Arizona Coyotes YT Channel: youtube.com/c/ArizonaCoyotes/?sub_confirmation=1 For more Coyotes videos: https://www.youtube.com/c/ArizonaCoyotes/  Get the App: https://apple.co/3jxC1su For more Coyotes action: http://www.arizonacoyotes.com Sign up for our newsletter: https://www.nhl.com/coyotes/fans/email/ Like us on Facebook: https://www.facebook.com/ArizonaCoyotes Follow us on Twitter: https://twitter.com/ArizonaCoyotes Follow us on Instagram: https://www.instagram.com/arizonacoyo...",Video,https://www.youtube.com/watch?v=a_Ni3D55RF4,17,,4,,0,17,,,,,,,0,,,,,4,Positive,17,"Social Owned,Coyotes Owned,Fry's",,"Coyotes Owned,Fry's"
1535,-1373166762,Arizona Coyotes,TextMention,2/21/21 16:32,Twitter,Arizona Coyotes,,Video,,11791,10,92,1,,2218,,,,,,,0,,,,,420,Objective,2218,"Social Owned,Coyotes Owned,Dignity Health","Dignity Health,George Brazil,Mountain America Credit Union","Coyotes Owned,Dignity Health"
1534,-1488805342,Arizona Coyotes,TextMention,2/2/21 21:32,Instagram,Arizona Coyotes,"Official: We’ve signed defenseman Cam Dineen, defenseman Dysin Mayo and forward Blake Speers. 🌵",Video,https://www.instagram.com/p/CSFlPV1JeC9/,,,266,,8,,,,,,,,0,,,,,274,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1533,-1280499433,Arizona Coyotes,TextMention,2/2/21 21:31,Instagram Story,Arizona Coyotes,@BSPEERS18  @ROADRUNNERSAHL,Photo,https://media.zoomph.com/instagram/17841401433554181/17897204201097352,,,0,,0,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1532,-407221954,Arizona Coyotes,TextMention,2/2/21 21:30,Facebook,Arizona Coyotes,Official: We've signed forward Blake Speers to a one-year two-way contract.,Photo,http://www.facebook.com/permalink.php?id=91742120782&v=wall&story_fbid=10159086208700783,,,0,,0,,0,0,0,0,0,0,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1531,-1513144880,Arizona Coyotes,TextMention,2/2/21 21:30,Twitter,Arizona Coyotes,,Text,,,0,0,0,,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1530,-1478507095,Arizona Coyotes,TextMention,2/2/21 21:16,Instagram Story,Arizona Coyotes,@ROADRUNNERSAHL  @DYSINMAYO,Photo,https://media.zoomph.com/instagram/17841401433554181/18008757169336933,,,0,,0,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1529,-1862217912,Arizona Coyotes,TextMention,2/2/21 21:15,Facebook,Arizona Coyotes,News: We’ve signed defenseman Dysin Mayo to a one-year two-way contract.,Photo,http://www.facebook.com/permalink.php?id=91742120782&v=wall&story_fbid=10159086175635783,,,5,,0,,0,1,0,0,0,0,0,,,,,6,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1528,-143257176,Arizona Coyotes,TextMention,2/2/21 21:15,Twitter,Arizona Coyotes,,Text,,,0,0,0,,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1527,498055857,Arizona Coyotes,TextMention,2/2/21 21:01,Instagram Story,Arizona Coyotes,@CAMDINEEN44   @ROADRUNNERSAHL,Photo,https://media.zoomph.com/instagram/17841401433554181/17882916821436551,,,0,,0,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1526,-249699646,Arizona Coyotes,TextMention,2/2/21 21:00,Facebook,Arizona Coyotes,Official: We’ve signed defenseman Cam Dineen to a one-year two-way contract.,Photo,http://www.facebook.com/permalink.php?id=91742120782&v=wall&story_fbid=10159086149140783,,,1,,0,,0,0,0,0,0,0,0,,,,,1,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1525,322861899,Arizona Coyotes,TextMention,2/2/21 21:00,Twitter,Arizona Coyotes,,Text,,,0,0,0,,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1524,-1086156453,Arizona Coyotes,TextMention,2/2/21 18:43,Twitter,Arizona Coyotes,,Text,,,0,0,0,,,,,,,,,0,,,,,0,Positive,,"Social Owned,Coyotes Owned",,Coyotes Owned
1523,762939102,Arizona Coyotes,TextMention,2/19/21 22:45,Twitter,Arizona Coyotes,,Text,,344689,174,874,231,,,,,,,,,0,,,,,48463,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1522,-1313303473,Arizona Coyotes,TextMention,2/18/21 17:04,Instagram Story,Arizona Coyotes,,Photo,https://media.zoomph.com/instagram/17841401433554181/17896757003202194,,,0,,0,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",Gila River,Coyotes Owned
1521,-444926699,Arizona Coyotes,TextMention,2/18/21 17:03,Facebook,Arizona Coyotes,The Rookie Faceoff Tournament is coming to the desert. 🏒Details and tickets: arizonacoyotes.com/rookiefaceoff,Photo,http://www.facebook.com/permalink.php?id=91742120782&v=wall&story_fbid=10159117531585783,0,,75,,9,0,3,10,0,0,0,0,0,,,,,97,Objective,0,"Social Owned,Coyotes Owned",Gila River,Coyotes Owned
1520,-198499978,Arizona Coyotes,TextMention,2/18/21 17:00,Twitter,Arizona Coyotes,,Text,,16781,22,78,5,,,,,,,,,0,,,,,567,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1519,-1479787824,Arizona Coyotes,TextMention,2/18/21 22:34,Twitter,Arizona Coyotes,,Text,,1193,0,8,0,,,,,,,,,0,,,,,22,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1518,-29421262,Arizona Coyotes,TextMention,2/17/21 16:30,Instagram,Arizona Coyotes,New guys. New numbers. 🔢,Photo,https://www.instagram.com/p/CSrqpdvJE1Z/,,,496,,25,,,,,,,,0,,,,,521,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1517,422274025,Arizona Coyotes,TextMention,2/17/21 16:24,Twitter,Arizona Coyotes,,Photo,,,0,0,0,,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1516,-803521880,Arizona Coyotes,TextMention,2/17/21 16:24,Facebook,Arizona Coyotes,New guys. New numbers. 🔢,Photo,http://www.facebook.com/permalink.php?id=91742120782&v=wall&story_fbid=10159115516035783,,,53,,8,,1,3,0,0,0,0,0,,,,,65,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1515,506243614,Arizona Coyotes,TextMention,2/17/21 23:54,Facebook,Arizona Coyotes,Tuesdays at the rink. 🏒,Photo,http://www.facebook.com/permalink.php?id=91742120782&v=wall&story_fbid=10159116374735783,17315,,260,,7,0,37,7,0,0,0,0,0,,,,,311,Objective,0,"Social Owned,Coyotes Owned",,Coyotes Owned
1514,1713788866,Arizona Coyotes,TextMention,2/17/21 23:45,Instagram,Arizona Coyotes,Tuesdays at the rink. 😁,Photo,https://www.instagram.com/p/CSscX9cFSHd/,32382,,3010,,32,0,,,,,,,0,,,,,3071,Objective,0,"Social Owned,Coyotes Owned",,Coyotes Owned
1513,-1341085346,Arizona Coyotes,TextMention,2/17/21 23:01,Twitter,Arizona Coyotes,,Photo,,32472,15,183,4,,,,,,,,,0,,,,,2657,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1512,-1134892805,Arizona Coyotes,TextMention,2/16/21 17:18,Instagram,Arizona Coyotes,Main character energy.,Photo,https://www.instagram.com/p/CSpLXUOpafe/,,,179,,5,,,,,,,,0,,,,,184,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1511,-507089702,Arizona Coyotes,TextMention,2/16/21 17:08,Twitter,Arizona Coyotes,,Text,,,0,0,0,,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1510,-155755847,Arizona Coyotes,TextMention,2/14/21 16:18,Instagram,Arizona Coyotes,"It’s official. Welcome to the desert, @janisjeromemoser90! 🌵",Video,https://www.instagram.com/p/CSj6zUDF_Ce/,0,,429,,12,709,,,,,,,0,,,,,286,Positive,709,"Social Owned,Coyotes Owned",,Coyotes Owned
1509,-466880709,Arizona Coyotes,TextMention,2/14/21 16:14,Instagram Story,Arizona Coyotes,@JANISJEROMEMOSER90,Video,https://media.zoomph.com/instagram/17841401433554181/17916776611807914,,,0,,0,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1508,-901721100,Arizona Coyotes,TextMention,2/14/21 16:04,Facebook,Arizona Coyotes,Official: We've signed defenseman Janis Moser to a three-year entry-level contract. ✍️,Photo,http://www.facebook.com/permalink.php?id=91742120782&v=wall&story_fbid=10159109221080783,0,,20,,4,0,1,1,0,0,0,0,0,,,,,26,Objective,0,"Social Owned,Coyotes Owned",,Coyotes Owned
1507,1880664543,Arizona Coyotes,TextMention,2/14/21 16:03,Twitter,Arizona Coyotes,,Text,,,0,0,0,,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1506,-690069966,Arizona Coyotes,TextMention,2/13/21 21:56,Instagram Story,Arizona Coyotes,,Photo,https://media.zoomph.com/instagram/17841401433554181/17929664521717964,,,0,,0,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1505,-869036393,Arizona Coyotes,TextMention,2/13/21 18:57,Instagram Story,Arizona Coyotes,,Photo,https://media.zoomph.com/instagram/17841401433554181/18180296134134677,,,0,,0,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1504,2012036192,Arizona Coyotes,TextMention,2/13/21 18:56,Instagram Story,Arizona Coyotes,,Photo,https://media.zoomph.com/instagram/17841401433554181/17980423261394308,,,0,,0,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1503,-574687105,Arizona Coyotes,TextMention,2/13/21 18:56,Instagram Story,Arizona Coyotes,,Photo,https://media.zoomph.com/instagram/17841401433554181/17858225573572048,,,0,,0,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1502,1007155383,Arizona Coyotes,TextMention,2/13/21 18:56,Instagram Story,Arizona Coyotes,,Photo,https://media.zoomph.com/instagram/17841401433554181/18161475841199240,,,0,,0,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1501,566744249,Arizona Coyotes,TextMention,2/13/21 18:56,Instagram Story,Arizona Coyotes,,Photo,https://media.zoomph.com/instagram/17841401433554181/18139909003206989,,,0,,0,,,,,,,,0,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1500,2037826816,Arizona Coyotes,TextMention,2/13/21 18:30,Instagram,Arizona Coyotes,We’ve got start times! ⏰  *All start times are local Arizona time.,Photo,https://www.instagram.com/p/CShlLMgJyLU/,,,204,,10,,,,,,,,0,,,,,214,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1499,-1949940652,Arizona Coyotes,TextMention,2/13/21 18:30,Facebook,Arizona Coyotes,Start times for all 82 regular season games are officially here. ⏰,Photo,http://www.facebook.com/permalink.php?id=91742120782&v=wall&story_fbid=10159107626335783,,,8,,0,,0,0,0,0,0,0,0,,,,,8,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned
1498,-1450117602,Arizona Coyotes,TextMention,2/13/21 18:30,Twitter,Arizona Coyotes,,Text,,,0,0,0,,,,,,,,,,,,,,0,Objective,,"Social Owned,Coyotes Owned",,Coyotes Owned